name,gender,age,class,fare,group,joined,job,boat,survival
"SMITH, Mr John Richard Jago",0,35,Victualling,,Postal Clerk,Southampton,Postal Clerk,,0
"SMITH, Miss Katherine E.",1,42,Victualling,,,Southampton,Stewardess,,0
"SMITH, Mr Robert G.",0,30,Victualling,,,Southampton,Saloon Steward,,0
"SNAPE, Mrs Lucy Violet",1,22,Victualling,,,Southampton,Stewardess,,0
"STAGG, Mr John Henry",0,34,Victualling,,,Southampton,Saloon Steward,,0
"STAP, Miss Sarah Agnes",1,47,Victualling,,,Southampton,Stewardess,,0
"STEBBINGS, Mr Sydney Frederick",0,34,Victualling,,,Belfast,Chief Boots Steward,,0
"STEWART, Mr John",0,27,Victualling,,,Belfast,Verandah Steward,15,1
"STONE, Mr Edmond J.",0,33,Victualling,,,Southampton,Bed Room Steward,,0
"STONE, Mr Edward Thomas",0,30,Victualling,,,Southampton,Bed Room Steward,,0
"STROUD, Mr Edward Alfred Orlando",0,19,Victualling,,,Southampton,Saloon Steward,,0
"STROUD, Mr Harry John",0,35,Victualling,,,Southampton,Saloon Steward,,0
"STRUGNELL, Mr John H.",0,34,Victualling,,,Belfast,Saloon Steward,,0
"STUBBINGS, Mr Harry Robert",0,31,Victualling,,,Belfast,2nd. Class Cook,,0
"SWAN, Mr W.",0,46,Victualling,,,Belfast,Bed Room Steward,,0
"SYMONDS, Mr J.",0,38,Victualling,,,Belfast,Saloon Steward,,0
"TALBOT, Mr George Frederick Charles",0,9999,Victualling,,,Southampton,Steward,,0
"TAYLOR, Mr Bernard Cuthbert",0,22,Victualling,,,Southampton,Steward,,0
"TAYLOR, Mr Leonard",0,23,Victualling,,,Southampton,Turkish Bath Attendant,,0
"TAYLOR, Mr William John",0,30,Victualling,,,Southampton,Saloon Steward,,0
"TAYLOR, Mr George Frederick",0,32,Victualling,,,Southampton,Stenographer,,0
"TERRELL, Mr Frank",0,27,Victualling,,,Southampton,Assistant Saloon Steward,,0
"TEUTON (?FENTON), Mr Thomas Moore",0,32,Victualling,,,Southampton,Saloon Steward,,0
"THALER, Mr Montague Donald",0,17,Victualling,,,Southampton,Steward,,0
"THEISSINGER, Mr Alfred",0,43,Victualling,,,Southampton,Bed Room Steward,,0
"THOMAS, Mr Benjamin James",0,32,Victualling,,,Belfast,Saloon Steward,15,1
"THOMAS, Mr Albert Charles",0,23,Victualling,,,Southampton,Saloon Steward,,0
"THOMPSON, Mr Herbert Henry",0,25,Victualling,,,Belfast,2nd (Assistant) Storekeeper,,0
"THORLEY, Mr William",0,39,Victualling,,,Southampton,Cook,,0
"TOMS, Mr Francis A.",0,31,Victualling,,,Belfast,Saloon Steward,15,1
"TOPP, Mr Thomas Frederick",0,28,Victualling,,,Southampton,Butcher,,0
"TOSHACK, Mr James Adamson",0,30,Victualling,,,Southampton,Saloon Steward,,0
"TURNER, Mr L.",0,28,Victualling,,,Belfast,Saloon Steward,,0
"VEAL, Mr Thomas Henry Edom",0,38,Victualling,,,Southampton,Saloon Steward,,0
"WAKE, Mr Percy",0,37,Victualling,,,Southampton,Baker,,0
"WALLIS, Mrs Catherine Jane",1,35,Victualling,,,Southampton,Matron,,0
"WALPOLE, Mr James",0,48,Victualling,,,Belfast,Chief Pantryman Steward,,0
"WALSH, Miss Catherine",1,32,Victualling,,,Southampton,Stewardess,,0
"WARD, Mr Edward",0,34,Victualling,,,Belfast,Bed Room Steward,,0
"WARD, Mr Percy Thomas",0,38,Victualling,,,Belfast,Bed Room Steward,,0
"WARD, Mr William",0,36,Victualling,,,Southampton,Saloon Steward,,0
"WAREHAM, Mr Robert Arthur",0,36,Victualling,,,Belfast,Bed Room Steward,,0
"WARWICK, Mr Tom",0,35,Victualling,,,Southampton,Saloon Steward,,0
"WATSON, Mr W. A.",0,14,Victualling,,,Southampton,Bell Boy,,0
"WEATHERSTONE, Mr Thomas Herbert",0,24,Victualling,,,Belfast,Saloon Steward,,0
"WEBB, Mr Brooke Holding",0,50,Victualling,,,Belfast,Smoke Room Steward,,0
"WEIKMAN, Mr August H.",0,51,Victualling,,,Southampton,Barber,,0
"WELCH, Mr W. H.",0,23,Victualling,,,Southampton,Cook,,0
"WHEAT, Mr Joseph Thomas",0,29,Victualling,,,Belfast,Assistant Second Steward,11,1
"WHEELTON, Mr Edneser (Ernest) Edward",0,29,Victualling,,,Belfast,Saloon Steward,11,1
"WHITE, Mr Arthur",0,37,Victualling,,,Southampton,Barber,,0
"WHITE, Mr J. W.",0,27,Victualling,,,Southampton,Glory Hole Steward,,0
"WHITE, Mr Leonard Lisle Oliver",0,31,Victualling,,,Belfast,Saloon Steward,,0
"WHITELEY, Mr Thomas Arthur",0,18,Victualling,,,Southampton,Saloon Steward,,0
"WHITFORD, Mr Alfred Henry",0,39,Victualling,,,Southampton,Saloon Steward,,0
"WIDGERY, Mr James George",0,37,Victualling,,,Southampton,Bath Steward,,0
"WILLIAMS, Mr Arthur J.",0,38,Victualling,,,Southampton,Storekeeper,,0
"WILLIAMS, Mr Walter John",0,28,Victualling,,,Southampton,Assistant Saloon Steward,,0
"WILLIAMSON, Mr James Bertram",0,35,Victualling,,Postal Clerk,Southampton,Postal Clerk,,0
"WILLIS, Mr W.",0,46,Victualling,,,Southampton,Steward,,0
"WILLSHER, Mr William Audrey",0,33,Victualling,,,Southampton,Butcher,,0
"WINDEBANK, Mr Alfred Edgar",0,38,Victualling,,,Southampton,Cook,,0
"WINSER, Mr Rowland",0,33,Victualling,,,Southampton,Steward,,0
"WITTER, Mr James William Cheetham",0,31,Victualling,,,Southampton,Smoke Room Steward,,0
"WITTMAN, Mr Henry",0,34,Victualling,,,Southampton,Bed Room Steward,,0
"WOOD, Mr James Thomas",0,40,Victualling,,,Southampton,Assistant Saloon Steward,,0
"WOODY, Mr Oscar Scott",0,44,Victualling,,Postal Clerk,Southampton,Postal Clerk,,0
"WORMALD, Mr Frederick William",0,36,Victualling,,,Southampton,Saloon Steward,,0
"WRAPSON, Mr Frederick Bernard",0,19,Victualling,,,Belfast,Assistant Pantryman Steward,,0
"WRIGHT, Mr Frederick",0,24,Victualling,,,Southampton,Sports Instructor,,0
"WRIGHT, Mr William",0,40,Victualling,,,Southampton,Glory Hole Steward,,0
"YEARSLEY, Mr Harry",0,38,Victualling,,,Southampton,Saloon Steward,,0
"ALLARIA, Sig. Battista Antonio",0,22,A la Carte,,,Southampton,Assistant Waiter,,0
"ASPESLAGH, Mr Georges",0,26,A la Carte,,,Southampton,Assistant Plateman,,0
"BANFI, Sig. Ugo",0,24,A la Carte,,,Southampton,Waiter,,0
"BASILICO, Sig. Giovanni",0,27,A la Carte,,,Southampton,Waiter,,0
"BAZZI, Sig. Narciso",0,33,A la Carte,,,Southampton,Waiter,,0
"BERNARDI, Sig. Battista",0,22,A la Carte,,,Southampton,Assistant Waiter,,0
"BEUX, Mr David",0,26,A la Carte,,,Southampton,Assistant Waiter,,0
"BIETRIX, Mr George Baptiste",0,28,A la Carte,,,Southampton,Cook,,0
"BLUMET, Mr Jean Baptiste",0,26,A la Carte,,,Southampton,Pantryman,,0
"BOCHET, Mr Pierre Giuseppe",0,9999,A la Carte,,,Southampton,Waiter,,0
"BOLHUIS, Mr Hendrik",0,21,A la Carte,,,Southampton,Larder Cook,,0
"BOWKER, Miss Ruth",1,27,A la Carte,,,Southampton,Cashier,,0
"CASALI, Sig. Giulio",0,32,A la Carte,,,Southampton,Waiter,,0
"CHABOISSON, Mr Adrien Finnin",0,25,A la Carte,,,Southampton,Roast Cook,,0
"CORNAIRE, Mr Marcel Raymond Andr?",0,19,A la Carte,,,Southampton,Assistant Roast Cook,,0
"COUTIN, Mr Auguste Louis",0,28,A la Carte,,,Southampton,Entre? Cook,,0
"CROVELLA, Sig. Luigi/Louis",0,17,A la Carte,,,Southampton,Assistant Waiter,,0
"DE MARSICO, Sig. Govanni",0,20,A la Carte,,,Southampton,Assistant Waiter,,0
"DEBREUCQ, Mr Maurice Emile Victor",0,18,A la Carte,,,Southampton,Assistant Waiter,,0
"DESVERNINE, Mr Louis Gabriel",0,20,A la Carte,,,Southampton,Assistant Pastry Cook,,0
"DONATI, Sig. Italo Francesco",0,17,A la Carte,,,Southampton,Assistant Waiter,,0
"DORNIER, Mr Louis Auguste",0,20,A la Carte,,,Southampton,Assistant Fish Cook,,0
"FEY, Sig. Carlo",0,30,A la Carte,,,Southampton,Scullion,,0
"FIORAVANTE, Sig. Giuseppe Bertoldo",0,23,A la Carte,,,Southampton,Assistant Scullion,,0
"GATTI, Sig. Gaspare Antonio Pietro",0,37,A la Carte,,,Southampton,? la Carte Restaurant Manager,,0
"GILARDINO, Sig. Vincenzo Pio",0,31,A la Carte,,,Southampton,Waiter,,0
"GROSCLAUDE, Mr G?rald",0,24,A la Carte,,,Southampton,Waiter,,0
"JAILLET, Mr Henri Marie",0,28,A la Carte,,,Southampton,Pastry Cook,,0
"JANIN, Mr Claude Marie",0,29,A la Carte,,,Southampton,Soup Cook,,0
"JEFFERY, Mr William Alfred",0,28,A la Carte,,,Southampton,Controller,,0
"JOUANNAULT, Mr Georges Jules",0,24,A la Carte,,,Southampton,Assistant Sauce Cook,,0
"MARTIN, Miss Mabel Edwina",1,20,A la Carte,,,Southampton,Cashier,,0
"MATTMANN, Sig. Adolf",0,20,A la Carte,,,Southampton,Ice Man,,0
"MAUGE, Mr Paul Achille Maurice Germain",0,25,A la Carte,,,Southampton,Kitchen Clerk,,0
"MONTEVERDI, Sig. Giovanni",0,23,A la Carte,,,Southampton,Cook,,0
"MOUROS, Sig. Jean/Javier",0,20,A la Carte,,,Southampton,Assistant Waiter,,0
"NANNINI, Sig. Francesco Luigi Arcangelo",0,42,A la Carte,,,Southampton,Head Waiter,,0
"PACHERA, Sig. Jean Baptiste Stanislas",0,19,A la Carte,,,Southampton,Assistant Larder Cook,,0
"PEDRINI, Sig. Alessandro",0,21,A la Carte,,,Southampton,Assistant Waiter,,0
"PERACCHIO, Sig. Alberto",0,20,A la Carte,,,Southampton,Assistant Waiter,,0
"PERACCHIO, Sig. Sebastiano",0,17,A la Carte,,,Southampton,Assistant Waiter,,0
"PEROTTI, Sig. Alfonso",0,20,A la Carte,,,Southampton,Assistant Waiter,,0
"PHILLIPS, Mr Walter John",0,35,A la Carte,,,Southampton,Storekeeper,,0
"PIATTI, Sig. Louis",0,17,A la Carte,,,Southampton,Assistant Waiter,,0
"PIAZZA, Sig. Pompeo",0,30,A la Carte,,,Southampton,Waiter,,0
"POGGI, Sig. Emilio",0,28,A la Carte,,,Southampton,Waiter,,0
"PRICE, Mr Ernest",0,17,A la Carte,,,Southampton,Barman,,0
"RATTI, Sig. Enrico",0,21,A la Carte,,,Southampton,Waiter,,0
"RICALDONE, Sig. Rinaldo Renato",0,22,A la Carte,,,Southampton,Assistant Waiter,,0
"RIGOZZI, Sig. Abele",0,22,A la Carte,,,Southampton,Assistant Waiter,,0
"ROTTA, Sig. Angelo Mario",0,23,A la Carte,,,Southampton,Waiter,,0
"ROUSSEAU, Mr Pierre",0,49,A la Carte,,,Southampton,Chef,,0
"SACCAGGI, Sig. Giovanni Giuseppe Emilio",0,24,A la Carte,,,Southampton,Assistant Waiter,,0
"SALUSSOLIA, Sig. Govanni",0,25,A la Carte,,,Southampton,Glass Man,,0
"SARTORI, Sig. Lazar",0,24,A la Carte,,,Southampton,Assistant Glass Man,,0
"SCAVINO, Sig. Candido",0,42,A la Carte,,,Southampton,Carver,,0
"SESIA, Sig. Giacomo",0,24,A la Carte,,,Southampton,Waiter,,0
"TESTONI, Sig. Ercole",0,23,A la Carte,,,Southampton,Assistant Glass Man,,0
"TIETZ, Sig. Carlo/Karl",0,27,A la Carte,,,Southampton,Kitchen Porter,,0
"TURVEY, Mr Charles",0,16,A la Carte,,,Southampton,Page Boy,,0
"URBINI, Sig. Roberto",0,22,A la Carte,,,Southampton,Waiter,,0
"VALVASSORI, Sig. Ettore Luigi",0,35,A la Carte,,,Southampton,Waiter,,0
"VICAT, Sig. Alphonse Jean Eugene",0,21,A la Carte,,,Southampton,Cook,,0
"VILLVARLANGE, Mr Pierre L?on Gabriel",0,19,A la Carte,,,Southampton,Assistant Soup Cook,,0
"VINE, Mr H.",0,18,A la Carte,,,Southampton,Assistant Restaurant Controller,,0
"VIONI, Sig. Roberto",0,31,A la Carte,,,Southampton,Waiter,,0
"VOEGELIN-DUBACH, Sig. Johannes",0,35,A la Carte,,,Southampton,Waiter,,0
"ZANETTI, Sig. Minio",0,20,A la Carte,,,Southampton,Assistant Waiter,,0
"ZARRACCHI, Sig. L.",0,26,A la Carte,,,Southampton,Wine Butler,,0
